Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Job_Level,Years_At_Company,Years_In_Industry,Monthly_Salary,Job_Satisfaction,Work_Life_Balance,Performance_Score,Training_Hours,Distance_From_Home_KM,Overtime,Attrition,Tenure_Band,Salary_Quartile,Performance_Category,Attrition_Flag
EMP10972,42,Female,Human Resources,HR Specialist,Bachelor's,Single,3,3.5,7.0,65800.0,3.5,3.1,3.8,1,12.6,No,No,3-5 Years,Q2,Good,0
EMP10973,40,Male,Sales,Sales Representative,High School,Single,4,8.4,11.5,109000.0,3.2,2.0,3.4,5,9.9,No,Yes,5-10 Years,Q4,Good,1
EMP10974,34,Male,Marketing,Marketing Manager,Bachelor's,Married,1,3.5,6.8,50400.0,4.0,2.5,3.8,2,8.3,No,No,3-5 Years,Q1,Good,0
EMP10975,20,Male,Research & Development,R&D Manager,Master's,Single,3,5.1,7.0,78400.0,4.2,3.0,2.5,3,8.6,Yes,No,5-10 Years,Q3,Average,0
EMP10976,31,Female,Human Resources,HR Specialist,Bachelor's,Married,1,3.4,5.5,39900.0,2.3,3.9,3.4,2,6.4,Yes,No,3-5 Years,Q1,Good,0
EMP10977,38,Male,Sales,Sales Executive,Master's,Married,2,1.0,5.3,62700.0,1.9,2.8,1.8,1,5.0,No,No,<1 Year,Q2,Low,0
EMP10978,43,Female,Research & Development,Research Scientist,PhD,Single,2,4.2,5.0,48900.0,4.7,3.2,2.1,1,22.4,No,Yes,3-5 Years,Q1,Average,1
EMP10979,22,Male,Sales,Sales Representative,Bachelor's,Married,4,4.3,7.7,97500.0,3.3,2.1,3.8,1,17.8,No,No,3-5 Years,Q4,Good,0
EMP10980,38,Male,Human Resources,HR Specialist,Master's,Single,3,5.0,3.4,91800.0,4.1,2.3,4.3,5,7.6,No,No,3-5 Years,Q4,Excellent,0
EMP10981,42,Female,Sales,Sales Manager,Bachelor's,Single,4,7.5,12.2,103400.0,3.0,3.0,2.6,3,10.6,Yes,No,5-10 Years,Q4,Average,0
EMP10982,45,Female,IT,IT Support,Bachelor's,Divorced,5,18.1,20.8,140500.0,3.6,2.8,2.7,6,5.5,Yes,No,10+ Years,Q4,Average,0
EMP10983,36,Male,Research & Development,R&D Manager,Bachelor's,Married,2,4.9,9.5,67500.0,4.1,2.1,3.7,2,1.0,No,No,3-5 Years,Q2,Good,0
EMP10984,33,Male,Human Resources,Recruiter,Bachelor's,Single,2,1.8,3.3,61300.0,1.0,4.9,3.7,1,4.3,No,Yes,1-3 Years,Q2,Good,1
EMP10985,39,Female,Finance,Finance Manager,PhD,Married,5,12.0,15.2,119800.0,3.9,2.8,3.5,2,7.3,No,No,10+ Years,Q4,Good,0
EMP10986,42,Male,Research & Development,Research Scientist,Bachelor's,Single,3,10.5,12.8,88700.0,2.0,3.1,2.9,2,1.4,Yes,No,10+ Years,Q4,Average,0
EMP10987,24,Female,Sales,Sales Representative,Bachelor's,Single,3,2.3,5.2,78000.0,3.1,3.8,2.7,3,20.0,Yes,No,1-3 Years,Q3,Average,0
EMP10988,20,Female,Sales,Sales Executive,Master's,Single,3,4.1,6.9,70500.0,4.0,2.8,3.4,5,7.8,Yes,Yes,3-5 Years,Q3,Good,1
EMP10989,41,Male,IT,IT Manager,High School,Married,4,6.4,8.3,98800.0,4.9,3.5,3.1,2,2.1,Yes,No,5-10 Years,Q4,Good,0
EMP10990,33,Male,Research & Development,Research Scientist,Master's,Divorced,1,1.0,3.9,40000.0,3.8,1.9,3.4,3,7.5,No,No,<1 Year,Q1,Good,0
EMP10991,39,Male,Finance,Financial Analyst,PhD,Married,2,0.5,6.7,42200.0,2.8,3.4,3.3,5,6.0,No,Yes,<1 Year,Q1,Good,1
EMP10992,38,Female,IT,Software Engineer,Bachelor's,Married,2,1.9,1.5,54600.0,3.5,2.4,3.0,5,24.3,No,No,1-3 Years,Q1,Average,0
EMP10993,34,Female,Sales,Sales Manager,Bachelor's,Married,3,5.4,6.9,77600.0,2.4,2.4,3.1,1,7.3,No,No,5-10 Years,Q3,Good,0
EMP10994,48,Male,Sales,Sales Manager,Master's,Married,2,2.2,7.8,68400.0,5.0,4.7,4.4,2,10.4,No,No,1-3 Years,Q2,Excellent,0
EMP10995,36,Female,Research & Development,Research Scientist,Master's,Married,2,2.9,4.9,57000.0,4.1,3.9,2.4,3,14.9,No,No,1-3 Years,Q2,Average,0
EMP10996,33,Male,IT,Systems Analyst,Bachelor's,Single,4,5.5,9.9,98400.0,2.9,2.3,2.9,3,14.2,Yes,No,5-10 Years,Q4,Average,0
EMP10997,35,Female,Sales,Sales Representative,High School,Married,2,4.4,8.6,62200.0,4.1,3.1,2.1,2,7.1,Yes,Yes,3-5 Years,Q2,Average,1
EMP10998,20,Female,IT,Systems Analyst,Bachelor's,Single,1,1.6,4.6,35100.0,1.3,3.3,3.4,3,8.0,Yes,No,1-3 Years,Q1,Good,0
EMP10999,37,Male,Finance,Financial Analyst,PhD,Single,3,6.6,10.2,92100.0,3.8,5.0,2.7,5,2.1,No,No,5-10 Years,Q4,Average,0
EMP11000,31,Male,Research & Development,R&D Manager,Master's,Single,4,5.2,5.7,103700.0,3.4,3.7,3.4,3,8.3,No,No,5-10 Years,Q4,Good,0
EMP11001,37,Male,Sales,Sales Executive,Bachelor's,Single,5,7.4,9.8,114100.0,2.4,3.3,3.3,3,16.6,Yes,No,5-10 Years,Q4,Good,0
EMP11002,36,Female,Research & Development,Laboratory Technician,Master's,Married,2,2.2,2.1,70900.0,2.8,3.7,1.7,4,13.5,Yes,Yes,1-3 Years,Q3,Low,1
EMP11003,25,Female,Finance,Accountant,Master's,Single,1,1.0,3.4,36200.0,3.5,2.6,3.2,1,21.3,No,No,<1 Year,Q1,Good,0
EMP11004,43,Male,Human Resources,Recruiter,Master's,Married,3,6.5,11.1,90600.0,3.8,3.8,1.9,1,14.0,No,Yes,5-10 Years,Q4,Low,1
EMP11005,52,Female,Human Resources,Recruiter,Master's,Divorced,3,5.2,7.5,81500.0,3.8,2.5,3.3,5,7.8,Yes,No,5-10 Years,Q3,Good,0
EMP11006,54,Female,Marketing,Marketing Manager,Master's,Married,5,8.7,11.8,119100.0,3.4,3.0,2.7,3,7.7,Yes,No,5-10 Years,Q4,Average,0
EMP11007,34,Male,Marketing,Marketing Analyst,Bachelor's,Single,1,3.8,1.3,52300.0,4.1,3.3,3.2,3,19.7,No,No,3-5 Years,Q1,Good,0
EMP11008,29,Male,Finance,Financial Analyst,High School,Married,2,3.0,5.3,61800.0,4.6,3.5,3.1,2,18.6,No,No,1-3 Years,Q2,Good,0
EMP11009,47,Male,Research & Development,Laboratory Technician,Master's,Single,1,1.4,2.7,46400.0,2.6,1.5,3.8,3,14.8,No,Yes,1-3 Years,Q1,Good,1
EMP11010,32,Male,Research & Development,R&D Manager,Master's,Married,2,2.4,6.6,61000.0,3.1,2.1,3.2,4,6.3,No,No,1-3 Years,Q2,Good,0
EMP11011,39,Female,IT,Software Engineer,Master's,Married,3,6.0,6.0,62500.0,3.8,3.4,2.5,4,18.6,Yes,No,5-10 Years,Q2,Average,0
EMP11012,26,Female,Research & Development,Research Scientist,Bachelor's,Married,3,6.6,9.0,91100.0,4.3,3.0,3.1,2,5.8,No,No,5-10 Years,Q4,Good,0
EMP11013,47,Female,IT,Software Engineer,Master's,Married,3,2.4,3.8,64800.0,3.3,2.1,3.7,4,21.4,No,No,1-3 Years,Q2,Good,0
EMP11014,48,Female,IT,Software Engineer,High School,Married,2,7.0,12.5,63800.0,4.3,2.8,2.9,5,1.9,Yes,No,5-10 Years,Q2,Average,0
EMP11015,40,Male,Sales,Sales Manager,Master's,Married,2,4.8,7.0,72700.0,2.9,2.4,3.1,2,1.6,No,No,3-5 Years,Q3,Good,0
EMP11016,31,Male,Research & Development,Research Scientist,Bachelor's,Divorced,1,2.1,8.0,48400.0,3.9,3.9,3.8,2,6.1,No,No,1-3 Years,Q1,Good,0
EMP11017,39,Male,Sales,Sales Manager,Master's,Married,2,3.5,4.5,42700.0,3.5,2.7,3.1,3,8.3,Yes,No,3-5 Years,Q1,Good,0
EMP11018,24,Female,Sales,Sales Representative,Master's,Single,3,5.1,3.2,74000.0,2.9,3.1,3.2,5,1.1,No,No,5-10 Years,Q3,Good,0
EMP11019,21,Male,Human Resources,HR Specialist,Bachelor's,Married,4,5.9,9.3,104300.0,4.1,3.5,3.5,4,5.3,No,No,5-10 Years,Q4,Good,0
EMP11020,41,Female,Finance,Accountant,PhD,Married,3,6.3,6.7,81600.0,2.4,2.3,3.3,3,2.6,Yes,No,5-10 Years,Q3,Good,0
EMP11021,44,Female,Research & Development,Research Scientist,Bachelor's,Single,1,2.2,2.7,32800.0,3.3,5.0,1.6,3,4.1,No,Yes,1-3 Years,Q1,Low,1
EMP11022,34,Female,Marketing,Marketing Analyst,Bachelor's,Single,1,0.7,2.7,49700.0,2.4,2.1,3.7,6,3.2,No,No,<1 Year,Q1,Good,0
EMP11023,25,Male,Sales,Sales Manager,Bachelor's,Single,2,3.8,6.6,65300.0,3.6,2.3,3.1,2,5.9,No,No,3-5 Years,Q2,Good,0
EMP11024,35,Male,Finance,Financial Analyst,Bachelor's,Single,3,6.2,13.4,90200.0,3.3,2.6,2.5,1,1.2,No,No,5-10 Years,Q4,Average,0
EMP11025,33,Male,Marketing,Marketing Manager,Bachelor's,Married,2,2.1,9.3,65000.0,3.0,3.2,2.7,1,6.1,Yes,No,1-3 Years,Q2,Average,0
EMP11026,51,Female,Research & Development,R&D Manager,Master's,Divorced,4,5.6,8.5,94700.0,4.1,2.3,3.2,1,7.4,No,No,5-10 Years,Q4,Good,0
EMP11027,31,Female,Research & Development,Laboratory Technician,Bachelor's,Married,2,4.7,8.9,68300.0,4.8,4.1,3.9,4,1.9,No,No,3-5 Years,Q2,Good,0
EMP11028,30,Male,Research & Development,Laboratory Technician,Master's,Single,1,4.3,9.6,57200.0,3.9,1.0,2.6,1,11.0,No,No,3-5 Years,Q2,Average,0
EMP11029,41,Male,Research & Development,Laboratory Technician,High School,Married,3,5.3,8.6,76800.0,1.0,2.2,4.0,2,14.6,No,No,5-10 Years,Q3,Good,0
EMP11030,34,Male,Sales,Sales Executive,PhD,Single,2,4.2,4.9,58400.0,4.0,2.7,4.0,1,17.4,No,No,3-5 Years,Q2,Good,0
EMP11031,27,Female,Research & Development,Research Scientist,Master's,Single,2,5.7,8.6,76900.0,4.0,3.1,4.3,3,11.1,No,No,5-10 Years,Q3,Excellent,0
EMP11032,29,Male,Human Resources,HR Manager,Master's,Married,4,5.7,8.8,97200.0,4.5,3.2,3.2,3,9.2,No,No,5-10 Years,Q4,Good,0
EMP11033,39,Male,IT,Software Engineer,High School,Married,3,4.2,5.3,85300.0,2.5,3.6,3.3,4,11.3,No,No,3-5 Years,Q3,Good,0
EMP11034,42,Male,Finance,Accountant,High School,Married,2,2.5,3.4,51200.0,3.8,4.0,2.3,4,4.8,No,No,1-3 Years,Q1,Average,0
EMP11035,41,Male,Research & Development,Laboratory Technician,Master's,Single,5,11.2,13.8,125900.0,4.3,3.4,2.4,3,22.1,No,No,10+ Years,Q4,Average,0
EMP11036,37,Male,Human Resources,HR Specialist,Master's,Married,4,6.6,10.8,103100.0,3.8,4.9,3.3,2,6.6,No,No,5-10 Years,Q4,Good,0
EMP11037,39,Male,Marketing,Marketing Analyst,High School,Married,2,4.0,6.4,61200.0,2.8,2.5,2.8,8,6.3,No,No,3-5 Years,Q2,Average,0
EMP11038,22,Male,IT,IT Support,Bachelor's,Married,3,8.1,11.1,81700.0,3.0,2.9,3.7,2,19.9,No,No,5-10 Years,Q3,Good,0
EMP11039,50,Female,Research & Development,R&D Manager,Bachelor's,Married,1,0.3,4.8,37700.0,3.4,2.9,3.2,7,7.1,No,No,<1 Year,Q1,Good,0
EMP11040,21,Female,IT,Software Engineer,Master's,Single,1,3.4,7.5,37000.0,3.5,3.4,3.6,0,5.6,No,No,3-5 Years,Q1,Good,0
EMP11041,40,Male,IT,Systems Analyst,Bachelor's,Divorced,2,1.7,6.4,59700.0,3.1,3.4,3.0,6,2.2,No,No,1-3 Years,Q2,Average,0
EMP11042,49,Male,Human Resources,Recruiter,Bachelor's,Divorced,4,2.6,3.0,90300.0,3.5,2.8,3.1,3,4.9,No,No,1-3 Years,Q4,Good,0
EMP11043,29,Male,Human Resources,Recruiter,Master's,Married,1,1.4,2.2,40300.0,2.1,4.9,4.7,5,1.2,No,No,1-3 Years,Q1,Excellent,0
EMP11044,28,Male,Marketing,Marketing Specialist,Master's,Single,2,1.1,3.3,58800.0,4.4,3.9,4.5,4,19.0,No,No,1-3 Years,Q2,Excellent,0
EMP11045,22,Female,Marketing,Marketing Manager,Bachelor's,Single,1,3.3,4.7,45400.0,2.4,3.8,2.2,6,9.2,No,No,3-5 Years,Q1,Average,0
EMP11046,34,Female,Human Resources,HR Manager,Master's,Married,2,0.2,3.2,59500.0,2.4,4.2,3.1,1,10.4,Yes,No,<1 Year,Q2,Good,0
EMP11047,36,Male,Marketing,Marketing Specialist,Master's,Divorced,3,4.2,8.0,83500.0,3.1,3.7,3.4,8,18.2,Yes,No,3-5 Years,Q3,Good,0
EMP11048,49,Female,Sales,Sales Executive,Bachelor's,Single,2,3.9,6.3,62400.0,3.2,3.9,3.4,5,5.0,Yes,No,3-5 Years,Q2,Good,0
EMP11049,47,Female,IT,IT Manager,Master's,Married,2,4.7,7.3,67300.0,4.4,2.8,4.0,1,11.7,No,No,3-5 Years,Q2,Good,0
EMP11050,28,Male,IT,Systems Analyst,Bachelor's,Single,1,2.9,3.2,60800.0,2.4,2.6,2.7,3,2.2,No,No,1-3 Years,Q2,Average,0
EMP11051,39,Male,Sales,Sales Executive,Bachelor's,Married,1,4.3,6.7,49200.0,4.2,3.2,1.7,4,9.8,No,No,3-5 Years,Q1,Low,0
EMP11052,45,Male,Finance,Accountant,Bachelor's,Married,3,7.1,9.4,77100.0,3.9,4.1,2.3,2,6.0,No,No,5-10 Years,Q3,Average,0
EMP11053,53,Female,IT,IT Support,Bachelor's,Divorced,3,4.5,5.0,98000.0,2.9,2.2,4.4,2,3.6,Yes,No,3-5 Years,Q4,Excellent,0
EMP11054,38,Female,Finance,Finance Manager,Bachelor's,Single,1,1.5,3.5,46000.0,3.7,2.1,3.5,2,13.1,No,No,1-3 Years,Q1,Good,0
EMP11055,40,Female,IT,IT Support,Bachelor's,Married,2,5.8,7.9,60500.0,4.3,3.0,2.8,3,3.7,Yes,No,5-10 Years,Q2,Average,0
EMP11056,31,Male,IT,Systems Analyst,Bachelor's,Married,4,4.9,7.0,97400.0,3.6,3.0,4.6,4,9.3,No,No,3-5 Years,Q4,Excellent,0
EMP11057,25,Female,Finance,Financial Analyst,Bachelor's,Divorced,2,3.2,5.0,55700.0,1.7,3.2,2.9,3,7.1,No,No,3-5 Years,Q2,Average,0
EMP11058,42,Male,Research & Development,R&D Manager,Bachelor's,Single,2,1.6,7.8,51300.0,1.4,4.5,3.3,4,14.5,No,No,1-3 Years,Q1,Good,0
EMP11059,37,Female,Finance,Financial Analyst,Bachelor's,Divorced,3,6.2,9.2,74200.0,2.2,3.5,1.9,1,18.9,No,No,5-10 Years,Q3,Low,0
EMP11060,41,Male,Sales,Sales Executive,Master's,Married,3,4.5,7.5,73000.0,4.2,3.3,2.7,3,16.6,Yes,Yes,3-5 Years,Q3,Average,1
EMP11061,36,Male,IT,IT Manager,Bachelor's,Married,1,5.2,6.9,58000.0,4.4,3.3,3.6,4,15.1,Yes,No,5-10 Years,Q2,Good,0
EMP11062,25,Female,Finance,Financial Analyst,Master's,Single,1,1.7,4.0,41800.0,3.1,2.0,3.4,1,11.5,No,No,1-3 Years,Q1,Good,0
EMP11063,32,Female,Finance,Financial Analyst,Master's,Single,1,1.8,4.9,33900.0,2.4,3.2,3.5,8,2.9,No,No,1-3 Years,Q1,Good,0
EMP11064,48,Male,Sales,Sales Representative,High School,Married,1,1.4,7.3,40200.0,2.4,4.3,2.2,3,11.2,No,No,1-3 Years,Q1,Average,0
EMP11065,20,Male,Research & Development,Research Scientist,Bachelor's,Married,3,7.8,10.7,90900.0,3.9,3.8,3.5,4,4.7,Yes,Yes,5-10 Years,Q4,Good,1
EMP11066,37,Male,Sales,Sales Representative,Master's,Single,4,6.9,6.1,105100.0,2.6,1.2,3.4,1,3.8,No,No,5-10 Years,Q4,Good,0
EMP11067,29,Female,Human Resources,Recruiter,Master's,Married,3,7.7,11.1,90100.0,3.1,2.4,3.2,3,10.8,No,No,5-10 Years,Q4,Good,0
EMP11068,42,Female,Finance,Finance Manager,Bachelor's,Married,2,1.4,5.6,64600.0,3.7,3.1,3.3,1,7.8,No,No,1-3 Years,Q2,Good,0
EMP11069,30,Female,Finance,Finance Manager,High School,Married,5,19.6,26.0,140300.0,4.4,3.3,3.1,4,11.4,No,No,10+ Years,Q4,Good,0
EMP11070,40,Male,Human Resources,HR Manager,Bachelor's,Single,3,5.0,7.1,81500.0,2.7,2.4,3.3,4,17.8,No,No,3-5 Years,Q3,Good,0
EMP11071,32,Female,Human Resources,HR Specialist,Bachelor's,Married,2,4.3,8.7,66100.0,2.8,3.1,3.3,5,18.1,No,No,3-5 Years,Q2,Good,0
EMP11072,36,Male,Marketing,Marketing Analyst,PhD,Single,1,3.8,7.1,56500.0,3.3,3.5,2.5,3,12.6,No,No,3-5 Years,Q2,Average,0
EMP11073,26,Female,Research & Development,Research Scientist,Master's,Married,1,0.2,2.7,36700.0,3.0,2.0,2.3,2,18.1,No,No,<1 Year,Q1,Average,0
EMP11074,29,Female,IT,IT Manager,Master's,Married,4,6.9,9.5,94000.0,2.1,3.2,1.2,3,5.4,Yes,No,5-10 Years,Q4,Low,0
EMP11075,33,Female,Sales,Sales Representative,Bachelor's,Married,3,6.8,10.2,83400.0,4.4,4.4,2.7,3,11.1,No,No,5-10 Years,Q3,Average,0
EMP11076,46,Female,Finance,Finance Manager,Master's,Married,1,2.4,3.2,47500.0,2.3,3.6,4.3,2,12.6,No,No,1-3 Years,Q1,Excellent,0
EMP11077,31,Male,IT,Systems Analyst,Bachelor's,Divorced,3,6.3,9.0,82000.0,3.7,3.2,3.1,3,9.0,No,No,5-10 Years,Q3,Good,0
EMP11078,22,Female,IT,IT Support,Bachelor's,Single,2,3.0,3.7,58900.0,3.6,2.3,2.6,3,4.2,No,No,1-3 Years,Q2,Average,0
EMP11079,41,Male,Human Resources,HR Manager,Master's,Married,4,13.8,17.1,111400.0,2.7,1.3,3.2,1,7.4,No,No,10+ Years,Q4,Good,0
EMP11080,45,Male,IT,IT Manager,Master's,Married,2,3.1,2.3,70000.0,3.1,1.5,2.4,3,21.7,Yes,Yes,3-5 Years,Q3,Average,1
EMP11081,32,Male,Human Resources,Recruiter,PhD,Married,2,3.4,7.1,53800.0,2.3,4.4,1.9,4,4.8,No,No,3-5 Years,Q1,Low,0
EMP11082,36,Male,Sales,Sales Executive,Master's,Single,3,5.3,6.0,85100.0,3.5,3.3,2.6,3,5.9,No,No,5-10 Years,Q3,Average,0
EMP11083,39,Male,Marketing,Marketing Manager,Master's,Single,1,3.3,5.6,45300.0,3.3,2.7,3.3,3,9.0,No,No,3-5 Years,Q1,Good,0
EMP11084,22,Male,Sales,Sales Executive,Master's,Married,3,2.6,10.5,87700.0,2.9,3.3,2.1,4,1.2,Yes,No,1-3 Years,Q4,Average,0
EMP11085,32,Female,Marketing,Marketing Analyst,Master's,Married,1,1.0,3.6,39400.0,1.6,2.9,3.1,2,20.8,No,Yes,<1 Year,Q1,Good,1
EMP11086,34,Female,IT,Systems Analyst,Master's,Single,4,9.2,12.8,105700.0,2.3,3.2,3.9,7,24.3,Yes,No,5-10 Years,Q4,Good,0
EMP11087,47,Male,Sales,Sales Executive,Master's,Single,3,4.1,5.9,78700.0,3.5,3.3,3.8,1,6.1,Yes,No,3-5 Years,Q3,Good,0
EMP11088,39,Male,Sales,Sales Representative,Bachelor's,Married,4,5.0,8.6,109200.0,3.8,1.8,2.6,3,5.0,No,No,3-5 Years,Q4,Average,0
EMP11089,48,Male,IT,Systems Analyst,Master's,Married,2,1.8,9.0,64400.0,3.6,2.4,2.8,2,1.0,No,Yes,1-3 Years,Q2,Average,1
EMP11090,37,Female,Finance,Financial Analyst,PhD,Single,2,2.1,3.5,59700.0,3.2,3.8,2.4,5,3.1,Yes,No,1-3 Years,Q2,Average,0
EMP11091,47,Male,Research & Development,Laboratory Technician,Bachelor's,Married,4,8.1,6.9,100600.0,3.7,4.4,2.8,2,3.6,No,No,5-10 Years,Q4,Average,0
EMP11092,38,Male,Marketing,Marketing Specialist,Master's,Single,1,1.6,5.9,37800.0,3.6,2.9,1.0,4,16.9,Yes,No,1-3 Years,Q1,Low,0
EMP11093,29,Female,Finance,Financial Analyst,Bachelor's,Married,5,12.5,13.4,129600.0,3.0,2.3,4.5,4,6.4,No,No,10+ Years,Q4,Excellent,0
EMP11094,37,Female,Research & Development,Laboratory Technician,Master's,Married,2,2.8,6.0,68700.0,2.4,3.5,3.2,4,7.5,No,No,1-3 Years,Q2,Good,0
EMP11095,37,Female,Human Resources,HR Specialist,Bachelor's,Single,2,5.9,7.7,84100.0,2.8,4.3,4.2,2,6.0,No,No,5-10 Years,Q3,Excellent,0
EMP11096,39,Male,IT,Systems Analyst,Bachelor's,Married,3,5.0,6.6,84700.0,3.4,1.4,2.8,4,7.5,No,No,3-5 Years,Q3,Average,0
EMP11097,57,Female,IT,IT Manager,Bachelor's,Married,1,0.9,0.0,43800.0,4.2,4.0,3.3,3,7.7,No,No,<1 Year,Q1,Good,0
EMP11098,48,Female,Finance,Accountant,Bachelor's,Married,3,6.2,10.1,81200.0,3.0,1.8,4.8,7,3.0,No,No,5-10 Years,Q3,Excellent,0
EMP11099,49,Male,IT,Systems Analyst,Bachelor's,Divorced,1,0.6,1.3,36500.0,1.9,2.8,3.4,1,30.6,No,No,<1 Year,Q1,Good,0
EMP11100,33,Female,Research & Development,Laboratory Technician,Master's,Divorced,3,4.6,5.6,77800.0,3.7,3.1,3.3,5,6.8,No,No,3-5 Years,Q3,Good,0
EMP11101,20,Male,Research & Development,R&D Manager,Bachelor's,Single,4,6.1,4.8,108200.0,3.1,3.6,3.7,4,11.6,No,No,5-10 Years,Q4,Good,0
EMP11102,46,Female,Research & Development,Research Scientist,Bachelor's,Single,1,2.5,3.4,46500.0,5.0,3.7,2.9,3,10.0,No,No,1-3 Years,Q1,Average,0
EMP11103,41,Female,Research & Development,Research Scientist,Bachelor's,Married,1,2.1,3.6,43200.0,3.6,2.9,2.9,7,18.0,No,No,1-3 Years,Q1,Average,0
EMP11104,20,Male,Marketing,Marketing Manager,Bachelor's,Married,4,11.3,11.8,109700.0,4.1,1.9,2.8,1,25.8,No,No,10+ Years,Q4,Average,0
EMP11105,43,Female,Sales,Sales Manager,Bachelor's,Married,2,3.7,7.0,61300.0,3.3,4.1,2.7,4,17.9,No,No,3-5 Years,Q2,Average,0
EMP11106,35,Female,IT,Systems Analyst,Bachelor's,Divorced,1,4.1,6.2,54200.0,1.6,2.7,2.7,4,12.3,No,No,3-5 Years,Q1,Average,0
EMP11107,31,Male,Research & Development,Research Scientist,Master's,Single,1,2.1,4.2,49600.0,3.6,3.4,3.4,1,7.9,Yes,No,1-3 Years,Q1,Good,0
EMP11108,43,Male,Finance,Financial Analyst,Master's,Divorced,2,4.0,4.5,63300.0,2.5,3.6,3.7,3,9.6,No,No,3-5 Years,Q2,Good,0
EMP11109,22,Male,Research & Development,Laboratory Technician,Bachelor's,Single,4,4.7,9.4,89400.0,3.0,4.1,3.0,2,8.1,Yes,No,3-5 Years,Q4,Average,0
EMP11110,43,Male,Finance,Finance Manager,Bachelor's,Married,3,6.4,11.5,87000.0,4.8,2.5,2.6,2,6.7,No,No,5-10 Years,Q3,Average,0
EMP11111,43,Male,Marketing,Marketing Analyst,Master's,Single,4,6.4,9.3,96300.0,3.3,2.3,3.3,6,13.3,No,No,5-10 Years,Q4,Good,0
EMP11112,36,Male,Human Resources,HR Manager,Bachelor's,Married,3,3.3,3.7,85600.0,4.3,2.4,3.5,2,5.1,No,No,3-5 Years,Q3,Good,0
EMP11113,35,Female,IT,IT Support,Bachelor's,Married,2,4.3,5.4,54000.0,3.3,2.2,2.8,0,2.4,Yes,No,3-5 Years,Q1,Average,0
EMP11114,34,Male,Finance,Financial Analyst,Bachelor's,Single,4,6.8,13.2,102000.0,1.4,2.7,3.0,1,5.0,No,No,5-10 Years,Q4,Average,0
EMP11115,31,Male,Sales,Sales Executive,Bachelor's,Married,4,10.9,13.2,104800.0,2.7,3.4,3.5,3,11.4,No,No,10+ Years,Q4,Good,0
EMP11116,39,Female,Sales,Sales Manager,Master's,Single,3,3.3,4.9,76200.0,3.7,4.4,3.2,3,6.8,No,No,3-5 Years,Q3,Good,0
EMP11117,41,Male,IT,Software Engineer,Bachelor's,Single,2,4.8,6.0,65700.0,1.5,3.0,3.2,6,10.3,No,No,3-5 Years,Q2,Good,0
EMP11118,34,Female,Human Resources,HR Specialist,High School,Married,4,6.7,12.0,100700.0,2.8,2.3,3.9,1,1.8,Yes,No,5-10 Years,Q4,Good,0
EMP11119,48,Female,Marketing,Marketing Manager,Bachelor's,Married,1,1.7,4.2,54100.0,3.7,3.9,3.2,4,11.8,No,No,1-3 Years,Q1,Good,0
EMP11120,33,Female,IT,Systems Analyst,Bachelor's,Married,4,1.9,2.3,95600.0,3.8,4.9,3.1,1,15.8,No,No,1-3 Years,Q4,Good,0
EMP11121,35,Female,Sales,Sales Executive,Bachelor's,Single,2,3.0,7.9,47900.0,4.6,2.3,3.1,3,21.0,No,Yes,1-3 Years,Q1,Good,1
EMP11122,30,Male,IT,Software Engineer,Master's,Single,3,2.7,8.3,83700.0,2.4,4.1,4.2,2,2.6,No,No,1-3 Years,Q3,Excellent,0
EMP11123,43,Male,Sales,Sales Executive,Master's,Single,2,1.6,4.7,46600.0,3.5,3.7,4.2,2,3.7,No,No,1-3 Years,Q1,Excellent,0
EMP11124,29,Female,IT,IT Manager,Master's,Single,2,3.5,7.2,73700.0,3.3,3.0,3.4,3,1.9,Yes,No,3-5 Years,Q3,Good,0
EMP11125,31,Male,Sales,Sales Manager,Bachelor's,Single,5,14.4,18.9,127600.0,4.4,2.9,3.0,2,7.0,Yes,No,10+ Years,Q4,Average,0
EMP11126,36,Male,Human Resources,HR Specialist,High School,Single,3,1.4,4.4,66700.0,2.3,2.7,3.6,3,20.4,No,Yes,1-3 Years,Q2,Good,1
EMP11127,34,Male,Research & Development,Research Scientist,Master's,Divorced,3,3.8,4.6,71200.0,2.4,2.1,2.0,1,6.3,No,No,3-5 Years,Q3,Low,0
EMP11128,49,Male,IT,Systems Analyst,Master's,Single,1,5.2,11.7,48900.0,4.5,2.9,3.0,0,13.8,No,Yes,5-10 Years,Q1,Average,1
EMP11129,30,Male,Marketing,Marketing Analyst,Bachelor's,Married,2,4.0,6.0,61200.0,1.8,3.0,3.8,4,12.2,Yes,Yes,3-5 Years,Q2,Good,1
EMP11130,40,Male,IT,Software Engineer,Master's,Married,5,9.9,10.2,119900.0,1.6,3.4,3.8,2,15.7,No,No,5-10 Years,Q4,Good,0
EMP11131,36,Female,Finance,Accountant,Bachelor's,Single,3,4.4,5.0,62800.0,2.5,3.4,2.5,2,12.8,No,No,3-5 Years,Q2,Average,0
EMP11132,44,Male,Finance,Finance Manager,Bachelor's,Married,2,2.7,1.0,53600.0,3.9,3.4,2.4,2,8.6,No,Yes,1-3 Years,Q1,Average,1
EMP11133,28,Female,Marketing,Marketing Manager,Master's,Divorced,3,4.3,5.3,89100.0,3.3,4.6,3.9,5,10.1,Yes,No,3-5 Years,Q4,Good,0
